process_name,command_line,label
powershell.exe,"powershell -nop -c ""Get-Service | Where Status -eq Running"" # 4417",malicious
powershell.exe,Test-Connection -Count 2 db-52,benign
docker.exe,docker build -t search:20 .,benign
docker.exe,docker build -t nginx:72 .,benign
docker.exe,docker build -t nginx:80 .,benign
docker.exe,docker build -t postgres:14 .,benign
powershell.exe,Test-Connection -Count 2 db-18,benign
powershell.exe,Test-Connection -Count 2 db-24,benign
powershell.exe,Test-Connection -Count 2 db-32,benign
robocopy.exe,robocopy C:\build\dist \\web\auth-svc /MIR /NFL,benign
powershell.exe,"powershell -nop -c ""Clear-EventLog -LogName Security""",malicious
robocopy.exe,robocopy C:\build\dist \\web\api-gateway /MIR /NFL,benign
docker.exe,docker build -t nginx:14 .,benign
powershell.exe,Test-Connection -Count 2 db-19,benign
powershell.exe,Test-Connection -Count 2 db-56,benign
choco.exe,choco install git-lfs -y,benign
powershell.exe,Test-Connection -Count 2 db-29,benign
powershell.exe,Test-Connection -Count 2 db-17,benign
powershell.exe,Restart-Service -Name redis,benign
powershell.exe,Test-Connection -Count 2 db-1,benign
docker.exe,docker build -t search:83 .,benign
powershell.exe,Test-Connection -Count 2 db-41,benign
powershell.exe,Test-Connection -Count 2 db-98,benign
docker.exe,docker build -t search:32 .,benign
docker.exe,docker build -t api-gateway:6 .,benign
powershell.exe,Test-Connection -Count 2 db-44,benign
powershell.exe,"powershell -nop -c ""Get-ChildItem -Recurse -Include *.kdbx,*.pem $env:USERPROFILE""",malicious
powershell.exe,Test-Connection -Count 2 db-26,benign
docker.exe,docker build -t redis:49 .,benign
powershell.exe,Test-Connection -Count 2 db-58,benign
powershell.exe,Test-Connection -Count 2 db-12,benign
powershell.exe,Test-Connection -Count 2 db-65,benign
robocopy.exe,robocopy C:\build\dist \\web\nginx /MIR /NFL,benign
powershell.exe,Test-Connection -Count 2 db-88,benign
docker.exe,docker build -t postgres:60 .,benign
docker.exe,docker build -t worker:99 .,benign
powershell.exe,Test-Connection -Count 2 db-62,benign
docker.exe,docker build -t nginx:7 .,benign
type,type %USERPROFILE%\.aws\credentials # 6116,malicious
docker.exe,docker build -t nginx:56 .,benign
powershell.exe,Test-Connection -Count 2 db-76,benign
docker.exe,docker build -t postgres:15 .,benign
powershell.exe,Test-Connection -Count 2 db-77,benign
powershell.exe,Test-Connection -Count 2 db-91,benign
docker.exe,docker build -t search:35 .,benign
docker.exe,docker build -t payments:12 .,benign
docker.exe,docker build -t payments:80 .,benign
docker.exe,docker build -t nginx:38 .,benign
powershell.exe,Test-Connection -Count 2 db-28,benign
powershell.exe,Test-Connection -Count 2 db-46,benign
docker.exe,docker build -t auth-svc:67 .,benign
net.exe,net localgroup administrators # 4482,malicious
docker.exe,docker build -t search:39 .,benign
docker.exe,docker build -t auth-svc:85 .,benign
docker.exe,docker build -t api-gateway:83 .,benign
tasklist.exe,tasklist /v /fo csv,malicious
docker.exe,docker build -t nginx:9 .,benign
docker.exe,docker build -t postgres:94 .,benign
docker.exe,docker build -t payments:23 .,benign
powershell.exe,Test-Connection -Count 2 db-93,benign
docker.exe,docker build -t postgres:35 .,benign
powershell.exe,Test-Connection -Count 2 db-61,benign
docker.exe,docker build -t auth-svc:16 .,benign
docker.exe,docker build -t search:8 .,benign
sc.exe,sc query worker,benign
powershell.exe,"powershell -nop -c ""Clear-EventLog -LogName Security"" # 7755",malicious
docker.exe,docker build -t worker:10 .,benign
powershell.exe,Test-Connection -Count 2 db-94,benign
powershell.exe,Test-Connection -Count 2 db-43,benign
docker.exe,docker build -t redis:82 .,benign
docker.exe,docker build -t nginx:6 .,benign
docker.exe,docker build -t api-gateway:8 .,benign
powershell.exe,Test-Connection -Count 2 db-47,benign
powershell.exe,Test-Connection -Count 2 db-31,benign
