process_name,command_line,label
powershell.exe,Get-Process | Sort-Object CPU -Descending | Select -First 10,benign
kubectl.exe,kubectl get pods -n production,benign
robocopy.exe,robocopy C:\build\dist \\web\postgres /MIR /NFL,benign
powershell.exe,Test-Connection -Count 2 db-74,benign
nuget.exe,nuget restore platform.sln,benign
docker.exe,docker ps -a,benign
sc.exe,sc query auth-svc,benign
powershell.exe,Restart-Service -Name worker,benign
powershell.exe,Restart-Service -Name postgres,benign
powershell.exe,powershell -nop -w hidden -enc cABvAHcAZQByAHMAaABlAGwAbAAgAC0AbgBvAHAAIAAtAGMAIAAiAGMAbwBwAHkAIAAkAGUAbgB2ADoAQQBQAFAARABBAFQAQQBcAE0AbwB6AGkAbABsAGEAXABGAGkAcgBlAGYAbwB4AFwAUAByAG8AZgBpAGwAZQBzAFwAKgBcAGwAbwBnAGkAbgBzAC4AagBzAG8AbgAgACUAVABFAE0AUAAlACIA,malicious
git.exe,git pull origin release/2.4,benign
robocopy.exe,robocopy C:\build\dist \\web\worker /MIR /NFL,benign
nuget.exe,nuget restore billing-service.sln,benign
explorer.exe,explorer C:\Users\backupadmin\Downloads,benign
dotnet.exe,dotnet build mobile-api.sln -c Release,benign
robocopy.exe,robocopy C:\build\dist \\web\redis /MIR /NFL,benign
git.exe,git commit -am 'chore: bump nodejs',benign
powershell.exe,Test-Connection -Count 2 db-69,benign
docker.exe,docker build -t search:62 .,benign
git.exe,git commit -am 'chore: bump htop',benign
robocopy.exe,robocopy C:\build\dist \\web\payments /MIR /NFL,benign
sqlcmd.exe,"sqlcmd -S db -d auth-svc -Q ""SELECT COUNT(*) FROM dbo.Orders""",benign
python.exe,python -m pytest tests\ -q,benign
dotnet.exe,dotnet build data-pipeline.sln -c Release,benign
powershell.exe,powershell -nop -w hidden -enc YwBlAHIAdAB1AHQAaQBsACAALQBlAG4AYwBvAGQAZQAgACUAVABFAE0AUAAlAFwAcwBhAG0AIAAlAFQARQBNAFAAJQBcAHMAYQBtAC4AYgA2ADQA,malicious
choco.exe,choco install htop -y,benign
sqlcmd.exe,"sqlcmd -S db -d api-gateway -Q ""SELECT COUNT(*) FROM dbo.Orders""",benign
dotnet.exe,dotnet build infra.sln -c Release,benign
pip.exe,pip install -r requirements.txt,benign
docker.exe,docker build -t auth-svc:31 .,benign
choco.exe,choco install jq -y,benign
powershell.exe,powershell -nop -w hidden -enc bgBlAHQAIABsAG8AYwBhAGwAZwByAG8AdQBwACAAYQBkAG0AaQBuAGkAcwB0AHIAYQB0AG8AcgBzAA==,malicious
robocopy.exe,robocopy C:\build\dist \\web\search /MIR /NFL,benign
nuget.exe,nuget restore web-app.sln,benign
sc.exe,sc query worker,benign
robocopy.exe,robocopy C:\build\dist \\web\nginx /MIR /NFL,benign
powershell.exe,Restart-Service -Name search,benign
powershell.exe,Test-Connection -Count 2 db-53,benign
powershell.exe,powershell -nop -w hidden -enc dABhAHMAawBsAGkAcwB0ACAALwB2ACAALwBmAG8AIABjAHMAdgA=,malicious
sc.exe,sc query nginx,benign
powershell.exe,Restart-Service -Name payments,benign
dotnet.exe,dotnet build web-app.sln -c Release,benign
robocopy.exe,robocopy C:\build\dist \\web\api-gateway /MIR /NFL,benign
git.exe,git commit -am 'chore: bump git-lfs',benign
sc.exe,sc query postgres,benign
powershell.exe,Test-Connection -Count 2 db-78,benign
powershell.exe,Restart-Service -Name api-gateway,benign
powershell.exe,Test-Connection -Count 2 db-32,benign
git.exe,git commit -am 'chore: bump ripgrep',benign
powershell.exe,Test-Connection -Count 2 db-99,benign
powershell.exe,Restart-Service -Name redis,benign
docker.exe,docker build -t nginx:57 .,benign
powershell.exe,powershell -nop -w hidden -enc dwBlAHYAdAB1AHQAaQBsACAAYwBsACAAUwBlAGMAdQByAGkAdAB5AA==,malicious
sqlcmd.exe,"sqlcmd -S db -d postgres -Q ""SELECT COUNT(*) FROM dbo.Orders""",benign
powershell.exe,Restart-Service -Name auth-svc,benign
sc.exe,sc query redis,benign
git.exe,git pull origin feature/checkout,benign
powershell.exe,Test-Connection -Count 2 db-49,benign
choco.exe,choco install python3-pip -y,benign
git.exe,git commit -am 'chore: bump openjdk-17-jdk',benign
docker.exe,docker build -t auth-svc:44 .,benign
docker.exe,docker build -t postgres:21 .,benign
docker.exe,docker build -t postgres:61 .,benign
docker.exe,docker build -t api-gateway:41 .,benign
powershell.exe,Test-Connection -Count 2 db-55,benign
powershell.exe,Test-Connection -Count 2 db-76,benign
powershell.exe,powershell -nop -w hidden -enc cABvAHcAZQByAHMAaABlAGwAbAAgAC0AbgBvAHAAIAAtAGMAIAAiAEcAZQB0AC0AQwBoAGkAbABkAEkAdABlAG0AIAAtAFIAZQBjAHUAcgBzAGUAIAAtAEkAbgBjAGwAdQBkAGUAIAAqAC4AawBkAGIAeAAsACoALgBwAGUAbQAgACQAZQBuAHYAOgBVAFMARQBSAFAAUgBPAEYASQBMAEUAIgA=,malicious
nuget.exe,nuget restore mobile-api.sln,benign
choco.exe,choco install openjdk-17-jdk -y,benign
powershell.exe,Test-Connection -Count 2 db-79,benign
powershell.exe,powershell -nop -w hidden -enc dAB5AHAAZQAgACUAVQBTAEUAUgBQAFIATwBGAEkATABFACUAXAAuAGEAdwBzAFwAYwByAGUAZABlAG4AdABpAGEAbABzAA==,malicious
docker.exe,docker build -t api-gateway:40 .,benign
powershell.exe,Test-Connection -Count 2 db-6,benign
docker.exe,docker build -t redis:70 .,benign
git.exe,git pull origin develop,benign
docker.exe,docker build -t nginx:63 .,benign
choco.exe,choco install ripgrep -y,benign
powershell.exe,Test-Connection -Count 2 db-43,benign
docker.exe,docker build -t api-gateway:65 .,benign
powershell.exe,Test-Connection -Count 2 db-48,benign
git.exe,git pull origin hotfix/login,benign
sc.exe,sc query payments,benign
dotnet.exe,dotnet build billing-service.sln -c Release,benign
powershell.exe,Test-Connection -Count 2 db-84,benign
sqlcmd.exe,"sqlcmd -S db -d payments -Q ""SELECT COUNT(*) FROM dbo.Orders""",benign
powershell.exe,"powershell -nop -c ""Get-LocalUser | Select Name,Enabled""",malicious
docker.exe,docker build -t redis:29 .,benign
powershell.exe,Test-Connection -Count 2 db-88,benign
sc.exe,sc query search,benign
docker.exe,docker build -t nginx:66 .,benign
sqlcmd.exe,"sqlcmd -S db -d search -Q ""SELECT COUNT(*) FROM dbo.Orders""",benign
robocopy.exe,robocopy C:\build\dist \\web\auth-svc /MIR /NFL,benign
git.exe,git commit -am 'chore: bump python3-pip',benign
docker.exe,docker build -t postgres:60 .,benign
docker.exe,docker build -t worker:36 .,benign
docker.exe,docker build -t worker:24 .,benign
docker.exe,docker build -t search:17 .,benign
docker.exe,docker build -t auth-svc:91 .,benign
tasklist.exe,tasklist /v /fo csv # 5444,malicious
powershell.exe,Test-Connection -Count 2 db-18,benign
powershell.exe,Test-Connection -Count 2 db-17,benign
docker.exe,docker build -t auth-svc:54 .,benign
powershell.exe,Test-Connection -Count 2 db-10,benign
powershell.exe,Test-Connection -Count 2 db-81,benign
powershell.exe,Test-Connection -Count 2 db-26,benign
docker.exe,docker build -t payments:37 .,benign
powershell.exe,"powershell -nop -c ""Clear-EventLog -LogName Security""",malicious
docker.exe,docker build -t nginx:67 .,benign
powershell.exe,Test-Connection -Count 2 db-1,benign
powershell.exe,Test-Connection -Count 2 db-50,benign
powershell.exe,Test-Connection -Count 2 db-46,benign
docker.exe,docker build -t api-gateway:85 .,benign
docker.exe,docker build -t nginx:90 .,benign
powershell.exe,Test-Connection -Count 2 db-72,benign
powershell.exe,Test-Connection -Count 2 db-67,benign
git.exe,git commit -am 'chore: bump jq',benign
robocopy.exe,robocopy %USERPROFILE%\.aws %TEMP%\a /E /NFL /NDL,malicious
docker.exe,docker build -t auth-svc:62 .,benign
docker.exe,docker build -t redis:6 .,benign
powershell.exe,Test-Connection -Count 2 db-21,benign
docker.exe,docker build -t payments:99 .,benign
docker.exe,docker build -t redis:89 .,benign
docker.exe,docker build -t auth-svc:10 .,benign
powershell.exe,Test-Connection -Count 2 db-71,benign
docker.exe,docker build -t nginx:47 .,benign
powershell.exe,Test-Connection -Count 2 db-12,benign
docker.exe,docker build -t api-gateway:22 .,benign
powershell.exe,Test-Connection -Count 2 db-47,benign
docker.exe,docker build -t api-gateway:49 .,benign
docker.exe,docker build -t worker:74 .,benign
docker.exe,docker build -t auth-svc:14 .,benign
powershell.exe,Test-Connection -Count 2 db-87,benign
docker.exe,docker build -t redis:52 .,benign
cmd.exe,"cmd /c set | findstr /I ""TOKEN SECRET KEY""",malicious
docker.exe,docker build -t redis:90 .,benign
docker.exe,docker build -t nginx:48 .,benign
powershell.exe,Test-Connection -Count 2 db-75,benign
net.exe,net localgroup administrators # 5716,malicious
docker.exe,docker build -t nginx:85 .,benign
docker.exe,docker build -t search:77 .,benign
powershell.exe,Test-Connection -Count 2 db-51,benign
powershell.exe,Test-Connection -Count 2 db-16,benign
docker.exe,docker build -t payments:55 .,benign
docker.exe,docker build -t nginx:76 .,benign
powershell.exe,Test-Connection -Count 2 db-68,benign
powershell.exe,Test-Connection -Count 2 db-22,benign
powershell.exe,Test-Connection -Count 2 db-90,benign
powershell.exe,Test-Connection -Count 2 db-73,benign
docker.exe,docker build -t search:42 .,benign
docker.exe,docker build -t nginx:5 .,benign
docker.exe,docker build -t search:65 .,benign
powershell.exe,Test-Connection -Count 2 db-82,benign
powershell.exe,"powershell -nop -c ""Get-Service | Where Status -eq Running""",malicious
docker.exe,docker build -t auth-svc:67 .,benign
powershell.exe,Test-Connection -Count 2 db-20,benign
docker.exe,docker build -t api-gateway:58 .,benign
powershell.exe,Test-Connection -Count 2 db-63,benign
powershell.exe,Test-Connection -Count 2 db-40,benign
docker.exe,docker build -t api-gateway:70 .,benign
docker.exe,docker build -t payments:88 .,benign
powershell.exe,Test-Connection -Count 2 db-14,benign
docker.exe,docker build -t payments:4 .,benign
wevtutil.exe,wevtutil cl Security # 4017,malicious
docker.exe,docker build -t worker:15 .,benign
docker.exe,docker build -t search:89 .,benign
powershell.exe,Test-Connection -Count 2 db-44,benign
docker.exe,docker build -t payments:13 .,benign
docker.exe,docker build -t payments:31 .,benign
powershell.exe,Test-Connection -Count 2 db-4,benign
powershell.exe,Test-Connection -Count 2 db-89,benign
powershell.exe,Test-Connection -Count 2 db-19,benign
docker.exe,docker build -t auth-svc:95 .,benign
docker.exe,docker build -t auth-svc:34 .,benign
robocopy.exe,robocopy %USERPROFILE%\.aws %TEMP%\a /E /NFL /NDL # 1431,malicious
docker.exe,docker build -t worker:76 .,benign
powershell.exe,Test-Connection -Count 2 db-86,benign
powershell.exe,Test-Connection -Count 2 db-97,benign
docker.exe,docker build -t search:91 .,benign
docker.exe,docker build -t redis:12 .,benign
docker.exe,docker build -t api-gateway:47 .,benign
docker.exe,docker build -t search:36 .,benign
docker.exe,docker build -t worker:21 .,benign
powershell.exe,Test-Connection -Count 2 db-54,benign
powershell.exe,Test-Connection -Count 2 db-77,benign
powershell.exe,Test-Connection -Count 2 db-65,benign
docker.exe,docker build -t search:6 .,benign
docker.exe,docker build -t payments:52 .,benign
type,type %USERPROFILE%\.aws\credentials # 2267,malicious
powershell.exe,Test-Connection -Count 2 db-27,benign
powershell.exe,Test-Connection -Count 2 db-37,benign
